source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,direct_identifier_leakage,0.91,0.85,0.96,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,record_compromise_rate,0.39,0.3,0.49,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,exact_attribute_leakage,0.989167,0.975,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,coarse_attribute_leakage,0.989167,0.975,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,risk_weighted_leakage,0.988773,0.972989,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,none,token_change_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,record_compromise_rate,0.39,0.29,0.49,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,exact_attribute_leakage,0.943667,0.916667,0.967833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,coarse_attribute_leakage,0.943667,0.9165,0.967833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,risk_weighted_leakage,0.943033,0.913424,0.967944,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,direct,token_change_rate,0.008783,0.007584,0.010086,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,exact_attribute_leakage,0.030833,0.0125,0.0525,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,coarse_attribute_leakage,0.030833,0.0125,0.053333,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,risk_weighted_leakage,0.031096,0.0125,0.052953,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,blanket_qi,token_change_rate,0.107706,0.09915,0.116374,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,exact_attribute_leakage,0.040833,0.016667,0.070833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,coarse_attribute_leakage,0.0475,0.021667,0.0775,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,risk_weighted_leakage,0.044429,0.019621,0.074391,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b2,token_change_rate,0.10364,0.095067,0.112358,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,exact_attribute_leakage,0.045833,0.020833,0.075833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,coarse_attribute_leakage,0.064167,0.035,0.099167,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,risk_weighted_leakage,0.053971,0.027516,0.085069,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b4,token_change_rate,0.101044,0.092834,0.109638,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,exact_attribute_leakage,0.058333,0.028333,0.095833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,coarse_attribute_leakage,0.086667,0.050833,0.1275,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,risk_weighted_leakage,0.071604,0.039025,0.108008,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100,rbqig_b6,token_change_rate,0.098636,0.090403,0.107255,100,5000,20260628
